I_in,Q_in,I_out,Q_out
-0.165612383,0.086334514,-0.171556677,0.08147903
-0.101997746,0.0385625,-0.107633211,0.028290416
-0.0129998,-0.071364904,-0.010522992,-0.093011445
0.071247683,-0.217750029,0.094032567,-0.250872505
0.123365797,-0.362637783,0.142702825,-0.429270497
0.12743778,-0.466085965,0.123774092,-0.55916281
0.083842681,-0.497343218,0.066910535,-0.595449082
0.008600334,-0.443692449,-0.000828466,-0.524595056
-0.072474527,-0.31434827,-0.054234662,-0.384732279
-0.132713639,-0.138217964,-0.102242152,-0.190694225
-0.153496576,0.043874049,-0.137302236,0.005215211
-0.130059463,0.190275914,-0.137470305,0.171133482
-0.072321539,0.269724574,-0.087788686,0.273488184
-0.000650152,0.269482607,-0.01542623,0.285611327
0.061721158,0.198119817,0.040020409,0.214347539
0.096777179,0.082255392,0.081179887,0.089199258
0.097395428,-0.041654888,0.093941089,-0.043166504
0.068692317,-0.13798849,0.073709107,-0.149387783
0.024791552,-0.181942489,0.032852575,-0.199936441
-0.017524238,-0.165997686,-0.005897709,-0.182751178
-0.04570274,-0.101151159,-0.033947097,-0.11542612
-0.056162588,-0.012800429,-0.051163887,-0.019837953
-0.055108159,0.067275644,-0.05732776,0.068889946
-0.055216513,0.110329855,-0.06517388,0.119125216
-0.069622451,0.098675259,-0.096854209,0.104003502
-0.105682339,0.030119915,-0.13550091,0.019687077
-0.161075176,-0.08221059,-0.191332592,-0.115094713
-0.223871962,-0.214263733,-0.264790691,-0.265049788
-0.276630506,-0.338064897,-0.350548787,-0.392631536
-0.302961877,-0.429107398,-0.396707065,-0.484478965
-0.293995438,-0.471991195,-0.390882919,-0.525302172
-0.252148219,-0.462906818,-0.331344596,-0.531336505
-0.190606617,-0.40865586,-0.237286841,-0.494200068
-0.128583479,-0.322982156,-0.130473499,-0.410568154
-0.084090257,-0.221715555,-0.062391564,-0.305228618
-0.067008408,-0.118400798,-0.035719362,-0.183789823
-0.075230279,-0.021692887,-0.059715354,-0.069480944
-0.095538249,0.064970166,-0.095149223,0.036266294
-0.109090661,0.141760722,-0.124805935,0.122296477
-0.099554622,0.209901137,-0.133771996,0.211350924
-0.06077369,0.269344908,-0.097345998,0.290006162
-0.000855147,0.317647357,-0.025956217,0.35677764
0.059239734,0.350391357,0.039942228,0.404475255
0.092517835,0.362857,0.08395695,0.426300104
0.076018933,0.352116134,0.063269887,0.421094451
0.00056303,0.318581535,-0.030985627,0.391221777
-0.123522232,0.266292153,-0.177005573,0.327708442
-0.267178377,0.201761546,-0.339741235,0.258000895
-0.390184672,0.131835667,-0.478317263,0.190297175
-0.453385203,0.061450479,-0.556355896,0.115007704
-0.431659077,-0.007732248,-0.538711402,0.024450147
-0.323237405,-0.077147173,-0.415650758,-0.08771873
-0.152008574,-0.149549539,-0.21378614,-0.195016947
0.038306026,-0.22625937,0.015655452,-0.283412983
0.196528658,-0.304522872,0.20079036,-0.368485043
0.279151216,-0.376172257,0.290145898,-0.462059707
0.263425371,-0.428393609,0.264790145,-0.525951256
0.15424443,-0.4466922,0.16259341,-0.539454925
-0.017347216,-0.419318556,-0.001779107,-0.491202738
-0.203459594,-0.341783214,-0.19961826,-0.401011822
-0.353412193,-0.219888819,-0.366361954,-0.269749859
-0.428025879,-0.070048485,-0.45651194,-0.098370683
-0.409723588,0.083542795,-0.441336298,0.066200434
-0.305563,0.214308908,-0.337276812,0.208132919
-0.14277062,0.299806314,-0.17005302,0.303368469
0.041180372,0.327438007,0.030889621,0.345510296
0.210259714,0.297606824,0.215164494,0.330528216
0.339363952,0.223280051,0.375118132,0.253210927
0.41873446,0.126030212,0.471199014,0.148672686
0.45249488,0.029721092,0.515685077,0.049152194
0.452686919,-0.046239253,0.511307779,-0.027456481
0.431716091,-0.092009579,0.496644459,-0.072171263
0.396453312,-0.109238269,0.464118494,-0.07890734
0.346301316,-0.109264917,0.416934623,-0.070745195
0.275735065,-0.108260569,0.335264856,-0.071694294
0.179889857,-0.120943428,0.233724638,-0.091398158
0.060465678,-0.154948083,0.106590067,-0.141578544
-0.070946195,-0.207688892,-0.042481122,-0.222499803
-0.193964193,-0.266724304,-0.192643447,-0.308042895
-0.284953228,-0.313477997,-0.319573317,-0.363891316
-0.325092542,-0.329087108,-0.379653943,-0.379402704
-0.307852216,-0.300483492,-0.359518291,-0.355421947
-0.242744081,-0.224781116,-0.272618663,-0.284078113
-0.153460224,-0.110636624,-0.158404291,-0.168529176
-0.070583886,0.023743975,-0.068091467,-0.011905395
-0.021184394,0.155209303,-0.024987753,0.143373181
-0.018970934,0.261358836,-0.030694225,0.270671389
-0.058721014,0.325579133,-0.0813758,0.355126543
-0.117338968,0.340027217,-0.144389033,0.379312703
-0.161583541,0.305964332,-0.202116738,0.339850355
-0.160051304,0.231772818,-0.215410158,0.257748215
-0.095316106,0.129713889,-0.150246023,0.132772419
0.028144994,0.012755188,0.002325028,0.009657144
0.183307742,-0.107457771,0.18676419,-0.113796085
0.327849933,-0.221064169,0.365801286,-0.251936196
0.417139074,-0.319233855,0.458258386,-0.395705805
0.418711546,-0.393117572,0.437503652,-0.492201313
0.323343885,-0.433555542,0.342151171,-0.520949053
0.148870946,-0.432230508,0.177841505,-0.496527103
-0.064671482,-0.384222453,-0.035964874,-0.432754475
-0.267043354,-0.291126875,-0.263446741,-0.332289162
-0.412942569,-0.163375391,-0.43821879,-0.187350651
-0.475215631,-0.020398052,-0.525199925,-0.016524449
-0.451744956,0.112148309,-0.502971932,0.126720218
-0.363843902,0.207858458,-0.416143683,0.214418328
-0.246970663,0.246460586,-0.303149081,0.244167584
-0.137253659,0.220054307,-0.19122301,0.215123484
-0.058748336,0.136562899,-0.107337783,0.119840746
-0.016005553,0.018917265,-0.050578289,-0.004706091
0.005456802,-0.100258688,-0.009214386,-0.128292296
0.031113915,-0.187234475,0.037792358,-0.215223346
0.084971644,-0.216632657,0.112757072,-0.244985511
0.177502075,-0.178901169,0.219616005,-0.190246366
0.298715866,-0.083391573,0.356048629,-0.084265787
0.419279739,0.044091683,0.491144249,0.04575761
0.499647024,0.168698329,0.596503866,0.159610726
0.504167512,0.256728611,0.616240999,0.241269474
0.415167095,0.285504855,0.508572921,0.301237859
0.241774657,0.249841248,0.291970614,0.313187733
0.019941876,0.163073109,0.011290694,0.221485183
-0.196900031,0.0523289,-0.230574636,0.089826044
-0.353808086,-0.050420762,-0.413332187,-0.032765227
-0.411748329,-0.118632342,-0.492705268,-0.100821497
-0.36060127,-0.139442452,-0.437420487,-0.134022549
-0.22320319,-0.117234424,-0.268245264,-0.14694224
-0.048791488,-0.071395153,-0.052928789,-0.099960574
0.102242513,-0.0290609,0.115199391,-0.043727985
0.177440652,-0.015309973,0.198959711,-0.015804764
0.149002564,-0.044103176,0.177406924,-0.044638387
0.02266786,-0.113017362,0.041740037,-0.124930617
-0.164163128,-0.203548308,-0.164671487,-0.237430136
-0.35444859,-0.28690105,-0.40695146,-0.326979933
-0.489714642,-0.333360366,-0.588935389,-0.337515106
-0.52850383,-0.322149992,-0.641611358,-0.310045386
-0.459098259,-0.24853753,-0.548388207,-0.270884344
-0.302511583,-0.125865524,-0.349389776,-0.195039581
-0.104996162,0.018129863,-0.110276431,-0.050091455
0.077247342,0.149480701,0.083652335,0.114464455
0.195990306,0.237962069,0.214679391,0.236706921
0.225644658,0.265680551,0.261384191,0.284761957
0.170045688,0.231608198,0.188683198,0.268157514
0.059458163,0.150786674,0.056587789,0.187177083
-0.060804279,0.048695916,-0.082953123,0.072078719
-0.146048465,-0.04717202,-0.182481852,-0.039803532
-0.166812715,-0.115679222,-0.202150788,-0.12083953
-0.117650001,-0.147659229,-0.140586936,-0.167266661
-0.01745872,-0.147150401,-0.015609217,-0.165544738
0.098329258,-0.128163253,0.117362048,-0.149779059
0.190686534,-0.108405377,0.225780368,-0.122398316
0.230459398,-0.102335361,0.280464982,-0.110248585
0.207810062,-0.116005894,0.259027111,-0.127074308
0.134644224,-0.145391838,0.17623668,-0.143848138
0.039543979,-0.178581821,0.07405923,-0.190276977
-0.04271912,-0.200823104,-0.019891014,-0.22265744
-0.083282307,-0.200437886,-0.070090013,-0.226926981
-0.068730911,-0.173399959,-0.055486241,-0.194591602
-0.004978397,-0.124927464,0.009779921,-0.146865638
0.085542915,-0.067582069,0.112626486,-0.073821424
0.172092292,-0.016646627,0.215799539,-0.012376926
0.226179872,0.015477146,0.272428761,0.023273425
0.230786921,0.023787035,0.283259641,0.03945167
0.185212753,0.01247221,0.237175359,0.033638957
0.10416822,-0.006666985,0.139391156,0.011714032
0.011773226,-0.018610247,0.030152289,-0.004686241
-0.067181052,-0.010770521,-0.065656803,0.000428448
-0.115542467,0.022069885,-0.122920253,0.027468203
-0.128845116,0.075257341,-0.152071575,0.083948507
-0.115543032,0.135072239,-0.143974247,0.143290191
-0.092631153,0.182595662,-0.132598778,0.200262743
-0.078445431,0.199386235,-0.12173039,0.213088482
-0.085326081,0.173157946,-0.128945403,0.183626447
-0.114750818,0.101703892,-0.163110762,0.099705824
-0.156574464,-0.006073115,-0.19872124,-0.022564854
-0.192525111,-0.132220744,-0.235198164,-0.174042202
-0.202638278,-0.254147877,-0.248913735,-0.312166318
-0.172356941,-0.350013582,-0.222218379,-0.414544507
-0.097882152,-0.403569975,-0.134202219,-0.483012619
0.011969526,-0.407259751,3.98998e-05,-0.490107799
0.137928821,-0.363009469,0.158952896,-0.449399705
0.25565725,-0.280867207,0.30435323,-0.363280317
0.342558222,-0.176170903,0.41651145,-0.238727835
0.383864941,-0.066159229,0.472899149,-0.108173756
0.376203983,0.033158506,0.470832932,0.01906734
0.327725821,0.109363546,0.416179189,0.124613957
0.255001512,0.155060444,0.320565254,0.200326138
0.177840425,0.168467148,0.225142075,0.221571365
0.113702589,0.153319355,0.138525795,0.212058634
0.073343508,0.118174412,0.083456622,0.17239873
0.058808551,0.075091316,0.05883345,0.112466523
0.064100908,0.037638148,0.069338708,0.072236234
0.078051371,0.018307071,0.086886466,0.048563131
0.088354312,0.025678401,0.102279009,0.057880423
0.085532262,0.061957845,0.094464326,0.097297068
0.065754188,0.121659005,0.066563999,0.165718833
0.03185638,0.192088372,0.017702904,0.240033699
-0.007557476,0.255878039,-0.030090175,0.313768329
-0.040581147,0.295194442,-0.07593983,0.359727231
-0.055352382,0.296628573,-0.099970033,0.356810865
-0.043461509,0.255382268,-0.091226513,0.30434701
-0.002642042,0.177391333,-0.050365464,0.211381519
0.061864362,0.078521066,0.029737054,0.096851834
0.137617061,-0.019184449,0.123368194,-0.01076827
0.20699828,-0.093280558,0.225049549,-0.086795608
0.250655142,-0.127097695,0.29106497,-0.131777265
0.251752942,-0.114461856,0.305356553,-0.118282988
0.200182494,-0.061481484,0.249772317,-0.047146486
0.095753263,0.015202194,0.127423189,0.042376608
-0.050504295,0.093203525,-0.043446107,0.113792092
-0.217477895,0.150760898,-0.24147929,0.174094765
-0.377576416,0.172734011,-0.42509073,0.204150307
-0.502194209,0.15442654,-0.564048845,0.208152683
-0.56787659,0.102171092,-0.639880887,0.16858487
-0.561713124,0.030690501,-0.646685548,0.08064944
-0.484546907,-0.041710816,-0.581325413,-0.031618572
-0.351055403,-0.098429104,-0.436669261,-0.136743738
-0.186536522,-0.128590465,-0.239243327,-0.203807855
-0.021117664,-0.128674815,-0.030362998,-0.191948545
0.117162985,-0.101534687,0.134812222,-0.140706467
0.208605413,-0.053576639,0.244025164,-0.076119914
0.245789636,0.008506398,0.290298666,0.01179353
0.234212527,0.080016686,0.276541759,0.103373732
0.189558998,0.158643734,0.218376378,0.200848044
0.132501271,0.2429542,0.147762019,0.298807453
0.08260011,0.329855428,0.090979842,0.399441595
0.053080507,0.412430335,0.066959291,0.486803259
0.047916908,0.479471148,0.074949805,0.565558242
0.061905565,0.517382672,0.096460402,0.601936638
0.083471683,0.514123219,0.119310188,0.60539109
0.099152886,0.463893816,0.120383139,0.549954475
0.098265061,0.370767068,0.096069181,0.458924334
0.076309525,0.249608932,0.045342465,0.328818335
0.03617634,0.123480102,-0.004521187,0.193591741
-0.013048705,0.01793805,-0.047886197,0.065656202
-0.059114531,-0.0461458,-0.090089996,-0.014771243
-0.090403077,-0.058940616,-0.116655693,-0.040548377
-0.099297787,-0.024960553,-0.126240701,-0.012361503
-0.084182167,0.038003522,-0.106955084,0.046000761
-0.049646129,0.104219147,-0.082275292,0.120150352
-0.00505673,0.148037717,-0.02461379,0.162386981
0.037907005,0.152045464,0.020530728,0.171563834
0.067972708,0.112641426,0.05939531,0.126690943
0.076557417,0.041143908,0.072375701,0.051687288
0.059207879,-0.039992097,0.063401589,-0.037979115
0.016121499,-0.104605792,0.027100993,-0.11686624
-0.048087664,-0.131413375,-0.032829992,-0.152852328
-0.125133563,-0.110842906,-0.117918258,-0.134921215
-0.204136645,-0.047824779,-0.21041594,-0.074318771
-0.272988094,0.040350007,-0.299167617,0.022855191
-0.320030545,0.130269448,-0.354405026,0.123845929
-0.336035485,0.200477754,-0.382920093,0.209034901
-0.316273734,0.238509644,-0.367415153,0.256633399
-0.262237916,0.244411329,-0.317549932,0.26250809
-0.182416959,0.229573304,-0.23719798,0.235361772
-0.091568612,0.211415058,-0.143890447,0.217839543
-0.008243254,0.205975082,-0.058506277,0.225725134
0.049171179,0.221218775,0.006917047,0.252441981
0.067045396,0.25360094,0.029457881,0.296769566
0.040502847,0.28920381,0.005626085,0.344807477
-0.024483767,0.309057349,-0.068094466,0.369504024
-0.111801306,0.296665163,-0.162461072,0.355214718
-0.198856282,0.244895363,-0.257485616,0.299126318
-0.262410795,0.159581706,-0.335084871,0.196396245
-0.285038456,0.05836337,-0.360138343,0.067371608
-0.260291016,-0.034951319,-0.332074035,-0.049247647
-0.194906032,-0.098524055,-0.246589313,-0.1331729
-0.107193669,-0.120166704,-0.136822028,-0.162848909
-0.021892909,-0.101694072,-0.034155835,-0.136423346
0.037075569,-0.058247272,0.037409239,-0.076028833
0.053791031,-0.012717332,0.054793447,-0.018328205
0.025204219,0.012768226,0.025962774,0.012009019
-0.037895035,0.005179752,-0.04053515,0.007427267
-0.11421139,-0.034401087,-0.122131371,-0.042499452
-0.178606569,-0.091085567,-0.193897428,-0.109069941
-0.210022651,-0.141868233,-0.225159079,-0.173068276
-0.198146832,-0.164748341,-0.212175043,-0.204939711
-0.146660535,-0.147953817,-0.152042339,-0.195793619
-0.071992707,-0.095745619,-0.066648278,-0.133187574
0.002051162,-0.028382659,0.016952813,-0.049281033
0.052059279,0.024127971,0.065869155,0.013460161
0.062653233,0.03259286,0.077134489,0.028907858
0.031486969,-0.020089256,0.047791258,-0.024055547
-0.030055356,-0.130999665,-0.012967108,-0.148246497
-0.100714536,-0.275721234,-0.085588358,-0.314209878
-0.156510148,-0.414288036,-0.177292816,-0.473089534
-0.178834068,-0.502978798,-0.232797971,-0.568357517
-0.160792589,-0.508252651,-0.216963464,-0.573628679
-0.109664035,-0.418213184,-0.129057642,-0.496587358
-0.044609351,-0.247637111,-0.016598093,-0.318538353
0.009658956,-0.034638817,0.043349775,-0.07159499
0.031196017,0.170203248,0.044352209,0.159469501
0.008397198,0.318887245,0.012631911,0.342094911
-0.055695547,0.380365412,-0.057495364,0.430294609
-0.143827016,0.349572658,-0.167492314,0.402620072
-0.229637004,0.248144511,-0.286072087,0.287396368
-0.285849588,0.116599946,-0.361158532,0.136054049
-0.292929228,0.00059673,-0.373286537,-0.00302555
-0.245411825,-0.06416443,-0.317993531,-0.083404819
-0.153843909,-0.063375801,-0.200761671,-0.098352734
-0.041658576,-0.008136694,-0.071089595,-0.02955556
0.062066048,0.069705053,0.042416612,0.069491668
0.13169931,0.129213438,0.122817669,0.14644978
0.153132033,0.135013822,0.152558771,0.159701192
0.128267132,0.069946301,0.128098832,0.093619701
0.074474975,-0.058544882,0.068394095,-0.052631847
0.019129111,-0.220401547,0.023613259,-0.228951924
-0.009132463,-0.372591314,-0.004903876,-0.414599773
0.010241456,-0.473097824,-0.007385098,-0.540372769
0.082609301,-0.494536976,0.066008688,-0.569566157
0.195458891,-0.43286139,0.209462139,-0.514443491
0.321013692,-0.308329234,0.373789229,-0.388963433
0.423412679,-0.158552063,0.512152729,-0.225543486
0.468421756,-0.026091435,0.580341867,-0.078686368
0.432927859,0.055153624,0.552801436,0.032635715
0.311574472,0.07022081,0.412031517,0.090729337
0.118759742,0.026709173,0.175271614,0.070887612
-0.114445133,-0.049230086,-0.093944244,-0.027113231
-0.347496105,-0.122917125,-0.363167547,-0.121844606
-0.539669492,-0.163572301,-0.609704527,-0.128943633
-0.65898104,-0.154829728,-0.7540909,-0.070637739
-0.688529713,-0.099794112,-0.773567203,0.00490538
-0.628912261,-0.019069129,-0.706467356,0.051267492
-0.496497107,0.057354687,-0.57412208,0.066409691
-0.318435219,0.101367131,-0.385877939,0.063523489
-0.126018671,0.097149613,-0.173987123,0.040921102
0.051796027,0.04709341,0.028743062,0.003334367
0.193201752,-0.028796681,0.190492451,-0.05605108
0.285880936,-0.099755665,0.306712847,-0.120345103
0.326866961,-0.134959651,0.363612352,-0.161925153
0.320588738,-0.114372955,0.358363756,-0.126400699
0.276106218,-0.036026127,0.316811473,-0.02262525
0.204510386,0.082743663,0.234068975,0.117621145
0.117119261,0.210499814,0.134085859,0.255905858
0.024617188,0.311609738,0.027965815,0.370535338
-0.063146913,0.35755561,-0.066984123,0.421626276
-0.137211388,0.335947552,-0.155972008,0.395005281
-0.189867398,0.254349918,-0.232774159,0.308625274
-0.215530518,0.137775252,-0.275435597,0.159164495
-0.211942617,0.020771786,-0.268782584,0.021300787
-0.181226239,-0.063259912,-0.237260926,-0.074265692
-0.130212002,-0.092082447,-0.168422078,-0.104889075
-0.069614371,-0.060861218,-0.100143022,-0.070455589
-0.011998196,0.017167786,-0.034765449,0.029467491
0.031071292,0.115569448,0.01194749,0.140194673
0.051937274,0.203353221,0.034895222,0.238433921
0.048928212,0.254531722,0.03051341,0.304543411
0.026881451,0.255604103,0.001630854,0.302792771
-0.004171007,0.208787803,-0.034767954,0.249554576
-0.031868135,0.130269413,-0.067594338,0.148943933
-0.045134105,0.044330465,-0.069258191,0.049876223
-0.037457064,-0.024579625,-0.057935461,-0.027927921
-0.008811232,-0.059259,-0.021824116,-0.070706681
0.034396387,-0.054426412,0.04289243,-0.065255395
0.081352223,-0.017416374,0.096276608,-0.021533767
0.120194163,0.035039702,0.140168417,0.046388018
0.141619435,0.082700819,0.166151369,0.116672211
0.141572798,0.108411742,0.165555723,0.14704135
0.12215073,0.103373348,0.142402213,0.144795594
0.090461019,0.06958972,0.107803706,0.11042395
0.055878152,0.018923701,0.063138155,0.046702975
0.026691888,-0.030788236,0.033987262,-0.012407985
0.007360139,-0.061301132,0.009986328,-0.047599005
-0.002637321,-0.059550711,0.001394029,-0.054417384
-0.007927069,-0.021695897,-0.006855485,-0.01709624
-0.014682938,0.045460685,-0.013735476,0.054144665
-0.027362278,0.126012212,-0.033067118,0.142588542
-0.046033941,0.19901114,-0.061038877,0.223563388
-0.065438022,0.24399656,-0.089427359,0.279942772
-0.076322477,0.246580204,-0.110313971,0.281366915
-0.068760647,0.202674785,-0.108096811,0.229663131
-0.036359809,0.120256783,-0.07106172,0.142323461
0.020181004,0.018112839,-0.000378174,0.023866719
0.091624595,-0.078286202,0.090653165,-0.079337271
0.161695545,-0.142942648,0.181360701,-0.14177497
0.211373838,-0.156126339,0.244643506,-0.157559327
0.224805297,-0.110136669,0.270281991,-0.110481179
0.194952788,-0.01246292,0.235713054,0.007792885
0.127010642,0.114724127,0.158475428,0.147396075
0.03818317,0.238979756,0.053630653,0.287035594
-0.046462787,0.325120657,-0.049574442,0.386891987
-0.101064932,0.344195707,-0.113375477,0.408189784
-0.106892219,0.2816272,-0.138567653,0.33847717
-0.058634288,0.142244528,-0.095665116,0.172120972
0.033077511,-0.049441654,0.019992271,-0.04324507
0.143955785,-0.254212406,0.154962449,-0.26988426
0.242692597,-0.427422894,0.251659548,-0.485503346
0.300066779,-0.530362606,0.280780837,-0.624631441
0.297770935,-0.540697619,0.277369291,-0.639227622
0.234189872,-0.45904307,0.250408403,-0.541318516
0.12524121,-0.309623224,0.188426112,-0.351788328
-9.53002e-05,-0.134546072,0.062579072,-0.148474209
-0.108258232,0.016976161,-0.072481451,0.0185222
-0.171002554,0.101619411,-0.159348471,0.098613637
-0.173646453,0.093569899,-0.181493942,0.084852995
-0.119104954,-0.008518709,-0.129403131,-0.032442788
-0.026486217,-0.18125252,-0.013400972,-0.219447173
0.075234541,-0.383018883,0.09289004,-0.454683744
0.156376276,-0.565432084,0.128157868,-0.672035486
0.195573636,-0.686387502,0.106659095,-0.802081547
0.185774894,-0.720950553,0.079591547,-0.829878888
0.135371359,-0.666990678,0.060921942,-0.769447595
0.064252624,-0.544093039,0.055234938,-0.634770078
-0.003727936,-0.386339181,0.046453718,-0.463427336
-0.049219301,-0.231397177,0.024822651,-0.286262085
-0.063848452,-0.109419541,-0.00053291,-0.146050106
-0.05251456,-0.035183667,-0.011955741,-0.066148431
-0.030785087,-0.005756024,-0.006169251,-0.033726594
-0.018389835,-0.004102148,-0.006812973,-0.030227907
-0.031173423,-0.007112053,-0.031979418,-0.038278786
-0.074414533,0.004895258,-0.085383429,-0.0253039
-0.139960993,0.040527639,-0.16135819,0.018201754
-0.208316562,0.094154192,-0.247749203,0.076986681
-0.255093617,0.148243202,-0.311641998,0.145463078
-0.259702773,0.180305888,-0.317920829,0.187401816
-0.213314637,0.171946073,-0.271510233,0.175777949
-0.123291997,0.116774731,-0.176356566,0.114045723
-0.01240752,0.024317551,-0.045651526,0.012244645
0.087134001,-0.081601723,0.073309137,-0.100955978
0.143123605,-0.169636153,0.147324494,-0.190873007
0.133305348,-0.210705895,0.145517661,-0.241553526
0.052707029,-0.18759042,0.057394725,-0.223066684
-0.084026464,-0.101107693,-0.095595928,-0.126799037
-0.246119544,0.029261612,-0.280889201,0.008052715
-0.394984672,0.170652708,-0.461395098,0.180508274
-0.494895705,0.286424056,-0.550136128,0.349840902
-0.522835218,0.347103532,-0.561243993,0.443443828
-0.474625892,0.339237574,-0.516915939,0.431861721
-0.365625284,0.269372654,-0.430794569,0.312358666
-0.225921818,0.161949612,-0.30325886,0.151010883
-0.091589199,0.051816084,-0.152586988,0.018324154
0.005356702,-0.026266379,-0.035417738,-0.049734484
0.045403686,-0.047858519,0.026109834,-0.064512918
0.026110489,-0.005727018,0.010640157,-0.006749988
-0.038246961,0.08858568,-0.062680474,0.099251004
-0.121541182,0.208757923,-0.158235119,0.233136968
-0.193541347,0.321789019,-0.236722929,0.378486974
-0.228260264,0.397565964,-0.257958721,0.475992829
-0.210659202,0.416974999,-0.235220286,0.494121503
-0.140119526,0.376283425,-0.179080588,0.442549051
-0.03008895,0.286831656,-0.083069758,0.329845816
0.095665892,0.170588845,0.052774639,0.199034845
0.209000456,0.053331998,0.188620579,0.0797805
0.283971579,-0.042261916,0.293839019,-0.012183348
0.302567317,-0.101585549,0.332616646,-0.081426411
0.258479836,-0.120003485,0.29646583,-0.09709719
0.158341366,-0.101719239,0.199188378,-0.069668162
0.020366392,-0.056633075,0.040346569,-0.026411379
-0.129229598,0.003293967,-0.122933437,0.033153772
-0.261356395,0.066797695,-0.285536221,0.086981283
-0.349833772,0.124475497,-0.392641388,0.154152748
-0.376820225,0.168508063,-0.433803802,0.208576556
-0.336837643,0.191787011,-0.39553681,0.220092137
-0.238455405,0.187540559,-0.294889171,0.193970873
-0.103015676,0.15024003,-0.152725637,0.143004054
0.039671061,0.077842245,0.012303128,0.069073929
0.158016162,-0.025410638,0.157590528,-0.028376902
0.226360867,-0.146982059,0.250435261,-0.152156685
0.231828792,-0.266197245,0.275500276,-0.290453268
0.178383263,-0.357346945,0.21114098,-0.398640511
0.086649459,-0.395481359,0.115910697,-0.441868844
-0.010916196,-0.36351455,0.021244914,-0.410690568
-0.078614533,-0.258485599,-0.042311878,-0.298959527
-0.087729169,-0.094734759,-0.055210181,-0.119311172
-0.025537862,0.097537038,-0.003394303,0.09351062
0.099672688,0.278519793,0.115803876,0.301772947
0.259426621,0.40849814,0.322458599,0.446045852
0.411937465,0.458397353,0.519192652,0.463707944
0.513436676,0.418064435,0.636252935,0.395055108
0.530859285,0.299653987,0.630258975,0.284795339
0.452163058,0.134843055,0.521993404,0.162369261
0.291046627,-0.033565428,0.326780663,0.022943136
0.084361542,-0.163349148,0.103590547,-0.113472219
-0.117340683,-0.224499549,-0.105998903,-0.205776314
-0.263571885,-0.207344666,-0.27455478,-0.211142978
-0.318018877,-0.12474239,-0.35099429,-0.132421977
-0.268816622,-0.007709741,-0.296142896,-0.018820123
-0.131868076,0.104151399,-0.147182072,0.092203002
0.053836934,0.174497502,0.04680438,0.178309458
0.23752078,0.180766248,0.253268324,0.20321084
0.371123637,0.120257579,0.417083468,0.137018766
0.422629476,0.01008345,0.479975705,0.010018142
0.384226454,-0.118774383,0.434697461,-0.132143928
0.272969803,-0.231254281,0.317234712,-0.238390093
0.123994428,-0.298697683,0.161630687,-0.316079073
-0.021339476,-0.306789098,0.012352801,-0.332535778
-0.128446194,-0.258658763,-0.099284536,-0.293220712
-0.17949034,-0.17248109,-0.158021561,-0.209947684
-0.177278854,-0.074666133,-0.155442906,-0.114747876
-0.142093751,0.008932418,-0.125501733,-0.030733286
-0.102848013,0.060890087,-0.099010432,0.029028044
-0.0857914,0.076745082,-0.085874604,0.047889059
-0.104716841,0.065008596,-0.117421081,0.037289696
-0.155996845,0.043010942,-0.184828642,0.0109437
-0.220044061,0.03026482,-0.26260414,0.003519368
-0.268545877,0.041703271,-0.324822189,0.01471197
-0.274840816,0.082996061,-0.339276097,0.073319208
-0.223757915,0.149272537,-0.28541738,0.147452822
-0.117475892,0.227329961,-0.17066342,0.236956944
0.024619252,0.300239268,-0.013627911,0.321940657
0.171993936,0.352572678,0.17345764,0.399808104
0.292804224,0.374471577,0.325069361,0.418044423
0.364076063,0.363394102,0.419431146,0.393116054
0.378703501,0.323352045,0.431871854,0.356198196
0.346877515,0.262378379,0.386564208,0.307500401
0.291522186,0.189511691,0.314066787,0.251375968
0.239418689,0.112562222,0.246475791,0.183199724
0.21120719,0.037386599,0.222005459,0.104395492
0.213846061,-0.031402447,0.234219114,0.025890155
0.238239896,-0.089077996,0.271582845,-0.041662683
0.26292261,-0.129896778,0.317716282,-0.095507385
0.262532587,-0.147538895,0.324483911,-0.126874599
0.218091425,-0.137105206,0.280343391,-0.122846196
0.125401072,-0.098045111,0.174151374,-0.073935592
-0.00154172,-0.036737001,0.024322765,-0.018159602
-0.133538063,0.032707316,-0.130014105,0.045179959
-0.234808267,0.090373868,-0.255636464,0.106846317
-0.274486166,0.115209496,-0.315105013,0.126708922
-0.237160098,0.091291841,-0.282675147,0.089889337
-0.128848194,0.013735752,-0.159106454,-0.003205759
0.023761278,-0.107940765,0.026422521,-0.132305177
0.180773154,-0.250581438,0.209931863,-0.289383683
0.300993358,-0.382631376,0.330045259,-0.464840611
0.354512765,-0.472678791,0.365052143,-0.585458929
0.331914418,-0.498861067,0.327221439,-0.620173575
0.247097229,-0.456156219,0.27288516,-0.550085129
0.13274723,-0.359012991,0.198386031,-0.424235084
0.029852803,-0.238102605,0.10570844,-0.277055233
-0.025418938,-0.131809258,0.037678607,-0.154871359
-0.013315529,-0.07482469,0.044161958,-0.089999151
0.063116692,-0.087282448,0.11851636,-0.108578427
0.178869959,-0.167869606,0.243350858,-0.196718333
0.294747686,-0.293240269,0.357791814,-0.351684324
0.369598562,-0.424150376,0.40284024,-0.527398635
0.373159376,-0.516634144,0.372022629,-0.646637874
0.295510107,-0.534926042,0.286873279,-0.646166148
0.150260308,-0.462230534,0.177515694,-0.541303514
-0.029418201,-0.3060629,0.022180508,-0.344902605
